country_iso,country_name,state_id,state_name,city_id,city_name,population,male,female,male-0-19,male-20-29,male-30-39,male-40-49,male-50-59,male-60-69,male-70-79,male-80>,female-0-19,female-20-29,female-30-39,female-40-49,female-50-59,female-60-69,female-70-79,female-80>
BR,Brasil,BA,Bahia,2901502,Anguera,11221,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2901601,Antas,19291,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2901700,Antônio Cardoso,11683,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2901809,Antônio Gonçalves,11798,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2901908,Aporá,17731,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2901957,Apuarema,7330,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902005,Aracatu,13135,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902054,Araçás,12177,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902104,Araci,54379,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902203,Aramari,11397,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902252,Arataca,11019,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902302,Aratuípe,8825,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902401,Aurelino Leal,11531,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902500,Baianópolis,13877,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902609,Baixa Grande,20468,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902658,Banzaê,13229,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902708,Barra,53578,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902807,Barra da Estiva,20598,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2902906,Barra do Choça,31603,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903003,Barra do Mendes,13865,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903102,Barra do Rocha,5714,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903201,Barreiras,155439,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903235,Barro Alto,14931,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903276,Barrocas,15978,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903300,Barro Preto,5591,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903409,Belmonte,23328,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903508,Belo Campo,17211,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903607,Biritinga,15979,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903706,Boa Nova,12633,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903805,Boa Vista do Tupim,18576,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903904,Bom Jesus da Lapa,69148,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2903953,Bom Jesus da Serra,9880,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904001,Boninal,14368,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904050,Bonito,16764,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904100,Boquira,21508,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904209,Botuporã,10211,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904308,Brejões,14295,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904407,Brejolândia,10557,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904506,Brotas de Macaúbas,10231,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904605,Brumado,67195,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904704,Buerarema,18349,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904753,Buritirama,21174,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904803,Caatiba,6758,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904852,Cabaceiras do Paraguaçu,18807,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2904902,Cachoeira,33470,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905008,Caculé,23170,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905107,Caém,9213,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905156,Caetanos,14542,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905206,Caetité,50975,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905305,Cafarnaum,18437,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905404,Cairu,18176,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905503,Caldeirão Grande,13327,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905602,Camacan,31988,,,,,,,,,,,,,,,,,,
BR,Brasil,BA,Bahia,2905701,Camaçari,299132,,,,,,,,,,,,,,,,,,
